학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000030434,인천청호중학교,중학교,2021-03-01,공립,본교,운영,인천광역시 서구 청라동 140-2,인천광역시 서구 청라한울로 44,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.53864489,126.6415165,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030435,조치원중학교,중학교,1951-09-24,공립,본교,운영,세종특별자치시 조치원읍 신흥리 238,세종특별자치시 조치원읍 대첩로 90,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.59533156,127.2859004,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030436,새봄초등학교,초등학교,2021-03-01,공립,본교,운영,경기도 화성시 병점동 756-298,경기도 화성시 병점노을로 19,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2024-11-08,37.20146282,127.0297732,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026563,백운호수초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 의왕시 학의동 산100-1,경기도 의왕시 백운중앙로 67,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2024-11-08,37.37082314,127.0075011,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011138,외포중학교,중학교,1969-03-01,사립,본교,운영,경상남도 거제시 장목면 외포리 261-1,경상남도 거제시 장목면 옥포대첩로 942,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.943997,128.717554,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007639,곤양초등학교,초등학교,1911-06-01,공립,본교,운영,경상남도 사천시 곤양면 성내리 5,경상남도 사천시 곤양면 성내로 25,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2013-11-29,2024-11-08,35.0589275,127.9619438,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007644,사남초등학교,초등학교,2010-09-01,공립,본교,운영,경상남도 사천시 사남면 월성리 491,경상남도 사천시 사남면 조동길 49-28,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2013-11-29,2024-11-08,35.05918948,128.065912,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012899,천안두정고등학교,고등학교,2003-03-05,공립,본교,운영,충청남도 천안시 서북구 두정동 2006,충청남도 천안시 서북구 두정고2길 13,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2024-11-08,36.83515306,127.130402,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000023876,위례중앙중학교,중학교,2016-03-01,공립,본교,운영,경기도 성남시 수정구 창곡동 503,경기도 성남시 수정구 위례순환로 91,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.47188409,127.1382118,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000027300,수청중학교,중학교,2024-03-01,공립,본교,운영,충청남도 당진시 수청동 692,충청남도 당진시 남부로 307 -57,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.89028376,126.6520431,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000027299,수청초등학교,초등학교,2024-03-01,공립,본교,운영,충청남도 당진시 수청동 1558,충청남도 당진시 수청2로 37,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.88903305,126.6520299,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000027095,율정중학교,중학교,2024-03-01,공립,본교,운영,경기도 양주시 옥정동 1029,경기도 동두천시 중앙로 110-32 (지행동),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2024-11-08,37.89093459,127.0539742,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000023877,위례한빛중학교,중학교,2016-03-01,공립,본교,운영,경기도 성남시 수정구 창곡동 568,경기도 성남시 수정구 위례동로 85,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.46797483,127.1486362,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013418,거창중앙고등학교,고등학교,1954-04-15,사립,본교,운영,경상남도 거창군 거창읍 가지리 383,경상남도 거창군 거창읍 성산길 36,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2024-11-08,35.69308263,127.9029092,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013386,칠원고등학교,고등학교,1952-05-15,사립,본교,운영,경상남도 함안군 칠서면 무릉리 908,경상남도 함안군 칠서면 삼칠로 281,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2024-11-08,35.31816613,128.5073574,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024048,대구테크노초등학교,초등학교,2024-03-01,공립,본교,운영,대구광역시 달성군 유가읍 쌍계리 628,대구광역시 달성군 유가읍 현풍로 245,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.70006861,128.4634402,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026699,거제용산초등학교,초등학교,2024-03-01,공립,본교,운영,경상남도 거제시 상동동 746-2,경상남도 거제시 상동7길 58,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.86731865,128.6307071,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030455,보개초등학교,초등학교,1935-04-11,공립,본교,운영,경기도 안성시 보개면 이전리 산72,경기도 안성시 보개면 보개원삼로 649,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2024-11-08,37.06022412,127.2958052,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003285,봉선초등학교,초등학교,1983-03-01,공립,본교,운영,광주광역시 남구 봉선동 310-12,광주광역시 남구 봉선중앙로118번길 4,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.13079876,126.9121652,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007738,옥포초등학교,초등학교,1934-05-16,공립,본교,운영,경상남도 거제시 옥포동 539-1,경상남도 거제시 옥포로13길 12,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.89234918,128.6897444,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030428,거문초등학교,초등학교,1946-03-01,공립,본교,운영,전라남도 여수시 삼산면 서도리25,전라남도 여수시 삼산면 녹산등대길 8-17,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.05615605,127.2964269,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012824,여량고등학교,고등학교,1981-11-25,공립,본교,운영,강원특별자치도 정선군 여량면 여량리 87,강원특별자치도 정선군 여량면 여량7길 42,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2013-11-29,2024-11-08,37.46878049,128.7263062,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000027197,은솔초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 남양주시 화도읍 녹촌리 산19-2,경기도 남양주시 화도읍 경춘보학2길 9,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.65013079,127.2949886,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003606,성동초등학교,초등학교,1938-04-28,공립,본교,운영,울산광역시 울주군 서생면 서생리 387,울산광역시 울주군 서생면 진하길 7,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2024-11-08,35.3855504,129.3415755,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011750,창원기계공업고등학교,고등학교,1977-03-28,공립,본교,운영,경상남도 창원시 성산구 중앙동 109,경상남도 창원시 성산구 두대로 219,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.22630036,128.6654086,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011022,광려중학교,중학교,2007-03-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 신감리 1375,경상남도 창원시 마산회원구 내서읍 광려로 108,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.21738289,128.5028628,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011067,삼천포제일중학교,중학교,1955-09-05,공립,본교,운영,경상남도 사천시 용강동 505-1,경상남도 사천시 상강청길 34,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2013-11-29,2024-11-08,34.94879903,128.085664,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030424,쌍동초등학교,초등학교,2023-09-01,공립,본교,운영,경기도 광주시 초월읍 쌍동리 399,경기도 광주시 초월읍 경충대로1127번길 56,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2024-11-08,37.37728307,127.2896082,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012826,사북고등학교,고등학교,1973-05-06,공립,본교,운영,강원특별자치도 정선군 사북읍 286,강원특별자치도 정선군 사북읍 소금강로 3640,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2013-11-29,2024-11-08,37.22816463,128.8288674,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012832,간동고등학교,고등학교,1983-03-02,공립,본교,운영,강원특별자치도 화천군 간동면 유촌리 608-1,강원특별자치도 화천군 간동면 파로호로 945-21,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2013-11-29,2024-11-08,38.0563712,127.7915913,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012348,첨단고등학교,고등학교,2004-05-24,공립,본교,운영,광주광역시 광산구 월계동 864-11,광주광역시 광산구 산월로 12-17,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.20672915,126.8375619,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012565,장곡고등학교,고등학교,2000-03-01,공립,본교,운영,경기도 시흥시 장곡동 799,경기도 시흥시 장곡로70번길 8,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2024-11-08,37.38022615,126.7821136,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007439,저동초등학교,초등학교,1948-04-01,공립,본교,운영,경상북도 울릉군 울릉읍 저동리 432-4,경상북도 울릉군 울릉읍 봉래길 128-3,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,2024-11-08,37.49628925,130.9027987,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003526,상진초등학교,초등학교,1989-05-06,공립,본교,운영,울산광역시 동구 화정동 894,울산광역시 동구 봉수로 50,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.49154319,129.4187592,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005664,금곡초등학교,초등학교,1949-09-30,공립,본교,운영,충청남도 아산시 배방읍 중리 345,충청남도 아산시 배방읍 고불로 563-4,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2024-11-08,36.75001577,127.0406113,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000030541,고양장항초등학교,초등학교,2024-09-01,공립,본교,운영,경기도 고양시 일산동구 장항동 662-30일원,경기도 고양시 일산동구 장항한강5로 60,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-08-30,37.64856127,126.7544946,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008618,양운중학교,중학교,1998-03-01,공립,본교,운영,부산광역시 해운대구 좌동 1373,부산광역시 해운대구 좌동순환로99번길 7,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.17543191,129.1666965,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026488,전주자연초등학교,초등학교,2020-03-01,공립,본교,운영,전북특별자치도 전주시 덕진구 송천동2가 1305,전북특별자치도 전주시 덕진구 세병로 150,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2024-11-08,35.87767589,127.1359544,2025-03-25,B555223,재단법인한국지방교육행정연구재단
