번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
43705,미국,sodium hypophosphite,기타동물성유지,간유 유액,"(GRAS: [유화제, 안정제, 증점제] GMP에 따라 사용)","sodium hypophosphite (GRAS: [유화제, 안정제, 증점제] GMP에 따라 사용)"
43704,미국,calcium carboxymethylcellulose,기타음료,감귤류 건조 음료믹스,GMP에 따름(건조 믹스에서 0.2%를 초과하지 않는 양),calcium carboxymethylcellulose GMP에 따름(건조 믹스에서 0.2%를 초과하지 않는 양)
43703,미국,glycerol ester of rosin,기타식물성유지,감귤유,최종 음료의 100ppm 이하,glycerol ester of rosin 최종 음료의 100ppm 이하
43702,미국,corn syrup,농축유류,감미응축유,일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조),corn syrup 일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조)
43701,미국,high fructose corn syrup,농축유류,감미응축유,일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조),high fructose corn syrup 일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조)
43700,미국,invert sugar,농축유류,감미응축유,일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조),invert sugar 일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조)
43699,미국,malt syrup (malt extract),농축유류,감미응축유,일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조),malt syrup (malt extract) 일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조)
43698,미국,sucrose,농축유류,감미응축유,일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조),sucrose 일반사용기준(규정 Sec. 131.120 Sweetened condensed milk 참조)
43697,미국,"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa)",기타 농산가공품류,감자 샐러드,[보존제] 100ppm 이하,"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa) [보존제] 100ppm 이하"
43696,미국,"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa)",병통조림식품,감자 통조림,[색상 유지 촉진] 110ppm 이하,"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa) [색상 유지 촉진] 110ppm 이하"
43695,미국,butylated hydroxy anisole (bha),기타 농산가공품류,감자 플레이크,[산화방지제] 50ppm 이하(BHA 단독 및 BHT 함께 사용),butylated hydroxy anisole (bha) [산화방지제] 50ppm 이하(BHA 단독 및 BHT 함께 사용)
43694,미국,butylated hydroxy toluene (bht),기타 농산가공품류,감자 플레이크,[산화방지제] 50ppm 이하(단독 혹은 BHA와 함께 사용),butylated hydroxy toluene (bht) [산화방지제] 50ppm 이하(단독 혹은 BHA와 함께 사용)
43693,미국,disodium ethylenediaminetetraacetate (disodium EDTA),병통조림식품,강낭콩 통조림,[보존료(preservative)] 165ppm 이하,disodium ethylenediaminetetraacetate (disodium EDTA) [보존료(preservative)] 165ppm 이하
43692,미국,acetone peroxides,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),acetone peroxides 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43691,미국,ascorbic acid,밀가루류,강화 밀가루,200ppm 이하(규정 Sec. 137.165 Enriched flour 참조),ascorbic acid 200ppm 이하(규정 Sec. 137.165 Enriched flour 참조)
43690,미국,aluminum sodium sulfate,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),aluminum sodium sulfate 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43689,미국,benzoyl peroxide,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),benzoyl peroxide 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43688,미국,calcium carbonate,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),calcium carbonate 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43687,미국,calcium sulfate (calcium sulphate),밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),calcium sulfate (calcium sulphate) 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43686,미국,chlorine dioxide,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),chlorine dioxide 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43685,미국,chlorine,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),chlorine 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43684,미국,calcium,밀가루류,강화 밀가루,500mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조),calcium 500mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)
43683,미국,calcium,밀가루류,강화 밀가루,960mg/lb(규정 Sec. 137.165 Enriched flour 참조),calcium 960mg/lb(규정 Sec. 137.165 Enriched flour 참조)
43682,미국,disodium monophosphate,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),disodium monophosphate 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43681,미국,disodium monophosphate,밀가루류,강화 밀가루,"0.5% 이상, 1% 이하(규정 Sec. 137.305 Enriched farina 참조)","disodium monophosphate 0.5% 이상, 1% 이하(규정 Sec. 137.305 Enriched farina 참조)"
43680,미국,iron,밀가루류,강화 밀가루,20mg(규정 Sec. 137.165 Enriched flour 참조),iron 20mg(규정 Sec. 137.165 Enriched flour 참조)
43679,미국,iron,밀가루류,강화 밀가루,"13mg/lb 이상, 26mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)","iron 13mg/lb 이상, 26mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)"
43678,미국,magnesium carbonate,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),magnesium carbonate 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43677,미국,niacin,밀가루류,강화 밀가루,24mg(규정 Sec. 137.165 Enriched flour 참조),niacin 24mg(규정 Sec. 137.165 Enriched flour 참조)
43676,미국,niacinamide,밀가루류,강화 밀가루,"16mg/lb 이상, 24mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)","niacinamide 16mg/lb 이상, 24mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)"
43675,미국,nitrogen oxide,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),nitrogen oxide 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43674,미국,Nitrosyl chloride,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),Nitrosyl chloride 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43673,미국,pepsin,밀가루류,강화 밀가루,0.1% 이하(규정 Sec. 137.305 Enriched farina 참조),pepsin 0.1% 이하(규정 Sec. 137.305 Enriched farina 참조)
43672,미국,"proteases, papain",밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.305 Enriched farina 참조),"proteases, papain 일반사용기준(규정 Sec. 137.305 Enriched farina 참조)"
43671,미국,potassium alum,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),potassium alum 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43670,미국,riboflavin,밀가루류,강화 밀가루,1.8mg(규정 Sec. 137.165 Enriched flour 참조),riboflavin 1.8mg(규정 Sec. 137.165 Enriched flour 참조)
43669,미국,tricalcium phosphate,밀가루류,강화 밀가루,일반사용기준(규정 Sec. 137.165 Enriched flour 참조),tricalcium phosphate 일반사용기준(규정 Sec. 137.165 Enriched flour 참조)
43668,미국,thiamin (thiamine),밀가루류,강화 밀가루,2.9mg(규정 Sec. 137.165 Enriched flour 참조),thiamin (thiamine) 2.9mg(규정 Sec. 137.165 Enriched flour 참조)
43667,미국,vitamin D,밀가루류,강화 밀가루,250 U.S.P.units/lb 이하(규정 Sec. 137.305 Enriched farina 참조),vitamin D 250 U.S.P.units/lb 이하(규정 Sec. 137.305 Enriched farina 참조)
43666,미국,iron,밀가루류,강화 파리나,일반사용기준(규정 Sec. 137.305 Enriched farina 참조),iron 일반사용기준(규정 Sec. 137.305 Enriched farina 참조)
43665,미국,niacin,밀가루류,강화 파리나,"16mg/lb 이상, 24mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)","niacin 16mg/lb 이상, 24mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)"
43664,미국,riboflavin,밀가루류,강화 파리나,1.2mg/lb 이상 1.8mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조),riboflavin 1.2mg/lb 이상 1.8mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)
43663,미국,thiamin (thiamine),밀가루류,강화 파리나,2.0mg/lb 이상 3.0mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조),thiamin (thiamine) 2.0mg/lb 이상 3.0mg/lb 이하(규정 Sec. 137.305 Enriched farina 참조)
43662,미국,calcium,건면,강화된 마카로니 가공품,"500mg/lb 이상, 625mg/lb 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)","calcium 500mg/lb 이상, 625mg/lb 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)"
43661,미국,concentrated glyceryl monostearate,건면,강화된 마카로니 가공품,"2% 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)","concentrated glyceryl monostearate 2% 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)"
43660,미국,disodium monophosphate,건면,강화된 마카로니 가공품,"0.5% 이상 1.0% 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)","disodium monophosphate 0.5% 이상 1.0% 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)"
43659,미국,iron,건면,강화된 마카로니 가공품,"일반사용기준(규정 Sec. 139.115 
 Enriched macaroni products 참조)","iron 일반사용기준(규정 Sec. 139.115 
 Enriched macaroni products 참조)"
43658,미국,vitamin D,건면,강화된 마카로니 가공품,"250 U.S.P.units/lb 이상, 1000 U.S.P.units/lb 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)","vitamin D 250 U.S.P.units/lb 이상, 1000 U.S.P.units/lb 이하(규정 Sec. 139.115 
 Enriched macaroni products 참조)"
43657,미국,calcium,건면,강화된 면가공식품,"500mg/lb 이상, 625mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)","calcium 500mg/lb 이상, 625mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)"
43656,미국,concentrated glyceryl monostearate,건면,강화된 면가공식품,3% 이하(규정 Sec. 139.155 Enriched noodle products 참조),concentrated glyceryl monostearate 3% 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43655,미국,iron,건면,강화된 면가공식품,일반사용기준(규정 Sec. 139.155 Enriched noodle products 참조),iron 일반사용기준(규정 Sec. 139.155 Enriched noodle products 참조)
43654,미국,iron,건면,강화된 면가공식품,13mg/lb 이상 16.5mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조),iron 13mg/lb 이상 16.5mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43653,미국,niacin,건면,강화된 면가공식품,27mg/lb 이상 34mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조),niacin 27mg/lb 이상 34mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43652,미국,niacinamide,건면,강화된 면가공식품,27mg/lb 이상 34mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조),niacinamide 27mg/lb 이상 34mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43651,미국,riboflavin,건면,강화된 면가공식품,1.7mg/lb 이상 2.2mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조),riboflavin 1.7mg/lb 이상 2.2mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43650,미국,thiamin (thiamine),건면,강화된 면가공식품,4.0mg/lb 이상 5.0mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조),thiamin (thiamine) 4.0mg/lb 이상 5.0mg/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)
43649,미국,vitamin D,건면,강화된 면가공식품,"250 U.S.P.units/lb 이상, 1000 U.S.P.units/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)","vitamin D 250 U.S.P.units/lb 이상, 1000 U.S.P.units/lb 이하(규정 Sec. 139.155 Enriched noodle products 참조)"
43648,미국,acetone peroxides,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),acetone peroxides 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43647,미국,ascorbic acid,밀가루류,강화된 브롬화 밀가루,200ppm 이하(규정 Sec. 137.160 Enriched bromated flour 참조),ascorbic acid 200ppm 이하(규정 Sec. 137.160 Enriched bromated flour 참조)
43646,미국,aluminum sodium sulfate,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),aluminum sodium sulfate 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43645,미국,benzoyl peroxide,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),benzoyl peroxide 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43644,미국,calcium carbonate,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),calcium carbonate 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43643,미국,calcium sulfate (calcium sulphate),밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),calcium sulfate (calcium sulphate) 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43642,미국,chlorine dioxide,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),chlorine dioxide 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43641,미국,chlorine,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),chlorine 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43640,미국,disodium monophosphate,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),disodium monophosphate 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43639,미국,magnesium carbonate,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),magnesium carbonate 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43638,미국,nitrogen oxide,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),nitrogen oxide 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
43637,미국,Nitrosyl chloride,밀가루류,강화된 브롬화 밀가루,일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조),Nitrosyl chloride 일반사용기준(규정 Sec. 137.160 Enriched bromated flour 참조)
